stn	wban	weather_year	weather_month	weather_day	temp	dewp	weather
725945	2428	2010	04	24	  49.0	  43.3	Sunny
725945	2428	2010	04	25	  45.8	  40.5	Sunny
725945	2428	2010	04	26	  48.5	  43.8	Sunny
725945	2428	2010	04	27	  51.4	  49.0	Sunny
725945	2428	2010	04	28	  45.6	  41.5	Sunny
725945	2428	2010	04	29	  45.5	  41.3	Sunny
725945	2428	2010	04	30	  47.6	  39.6	Sunny
725945	2428	2010	05	01	  50.4	  44.9	Sunny
725945	2428	2010	05	02	  49.8	  44.3	Sunny
725945	2428	2010	05	03	  47.7	  44.9	Sunny
725945	2428	2010	05	04	  46.0	  38.6	Sunny
725945	2428	2010	05	05	  45.9	  37.0	Sunny
725945	2428	2010	05	06	  45.8	  36.0	Sunny
725945	2428	2010	05	07	  48.4	  42.0	Sunny
725945	2428	2010	05	08	  49.9	  45.8	Sunny
725945	2428	2010	05	09	  51.6	  46.9	Sunny
725945	2428	2010	05	10	  49.2	  44.4	Sunny
725945	2428	2010	05	11	  47.7	  41.3	Sunny
725945	2428	2010	05	12	  49.6	  44.5	Sunny
725945	2428	2010	05	13	  51.4	  46.9	Sunny
725945	2428	2010	05	14	  51.6	  48.1	Sunny
725945	2428	2010	05	15	  50.7	  47.3	Sunny
725945	2428	2010	05	16	  49.4	  46.7	Sunny
725945	2428	2010	05	17	  51.4	  47.6	Sunny
725945	2428	2010	05	18	  54.4	  49.5	Sunny
725945	2428	2010	05	19	  52.6	  45.8	Sunny
725945	2428	2010	05	20	  51.3	  46.2	Sunny
725945	2428	2010	05	21	  48.2	  42.2	Sunny
725945	2428	2010	05	22	  45.3	  40.1	Sunny
725945	2428	2010	05	23	  47.0	  40.4	Sunny
725945	2428	2010	05	24	  51.6	  43.3	Sunny
725945	2428	2010	05	25	  53.5	  50.5	Sunny
725945	2428	2010	05	26	  52.1	  47.6	Sunny
725945	2428	2010	05	27	  50.3	  46.4	Sunny
725945	2428	2010	05	28	  51.3	  47.2	Sunny
725945	2428	2010	05	29	  52.7	  46.6	Sunny
725945	2428	2010	05	30	  52.6	  48.3	Sunny
725945	2428	2010	05	31	  55.5	  53.3	Sunny
725945	2428	2010	06	01	  55.6	  52.8	Sunny
725945	2428	2010	06	02	  58.1	  54.0	Sunny
725945	2428	2010	06	03	  56.7	  56.4	Sunny
725945	2428	2010	06	04	  58.9	  56.7	Sunny
725945	2428	2010	06	05	  56.2	  54.1	Sunny
725945	2428	2010	06	06	  57.5	  55.8	Sunny
725945	2428	2010	06	07	  55.5	  54.1	Sunny
725945	2428	2010	06	08	  54.9	  53.1	Sunny
725945	2428	2010	06	09	  56.2	  53.0	Sunny
725945	2428	2010	06	10	  54.0	  50.2	Sunny
725945	2428	2010	06	11	  55.1	  46.6	Sunny
725945	2428	2010	06	12	  54.0	  49.3	Sunny
725945	2428	2010	06	13	  54.3	  51.6	Sunny
725945	2428	2010	06	14	  52.9	  48.3	Sunny
725945	2428	2010	06	15	  53.7	  46.4	Sunny
725945	2428	2010	06	16	  50.9	  42.5	Sunny
725945	2428	2010	06	17	  51.7	  45.1	Sunny
725945	2428	2010	06	18	  52.1	  46.9	Sunny
725945	2428	2010	06	19	  53.3	  47.9	Sunny
725945	2428	2010	06	20	  54.5	  49.5	Sunny
725945	2428	2010	06	21	  53.4	  48.4	Sunny
725945	2428	2010	06	22	  52.5	  49.9	Sunny
725945	2428	2010	06	23	  52.9	  51.0	Sunny
725945	2428	2010	06	24	  54.1	  51.4	Sunny
725945	2428	2010	06	25	  53.8	  51.2	Sunny
725945	2428	2010	06	26	  53.9	  51.4	Sunny
725945	2428	2010	06	27	  52.0	  49.6	Sunny
725945	2428	2010	06	28	  52.6	  50.2	Sunny
725945	2428	2010	06	29	  53.9	  50.2	Sunny
725945	2428	2010	06	30	  53.2	  47.0	Sunny
725945	2428	2010	07	01	  52.0	  46.0	Sunny
725945	2428	2010	07	02	  56.5	  49.5	Sunny
725945	2428	2010	07	03	  53.6	  47.4	Sunny
725945	2428	2010	07	04	  54.7	  46.8	Sunny
725945	2428	2010	07	05	  55.8	  49.1	Sunny
725945	2428	2010	07	06	  52.7	  47.3	Sunny
725945	2428	2010	07	07	  51.0	  49.0	Sunny
725945	2428	2010	07	08	  51.9	  49.6	Sunny
725945	2428	2010	07	09	  53.1	  51.7	Sunny
725945	2428	2010	07	10	  53.4	  51.5	Sunny
725945	2428	2010	07	11	  54.3	  52.9	Sunny
725945	2428	2010	07	12	  54.6	  52.7	Sunny
725945	2428	2010	07	13	  53.0	  49.0	Sunny
725945	2428	2010	07	14	  53.7	  49.2	Sunny
725945	2428	2010	07	15	  53.0	  50.9	Sunny
725945	2428	2010	07	16	  53.9	  52.1	Sunny
725945	2428	2010	07	17	  53.7	  49.9	Sunny
725945	2428	2010	07	18	  53.6	  49.5	Sunny
725945	2428	2010	07	19	  53.5	  49.8	Sunny
725945	2428	2010	07	20	  53.1	  49.7	Sunny
725945	2428	2010	07	21	  52.9	  49.0	Sunny
725945	2428	2010	07	22	  53.2	  50.7	Sunny
725945	2428	2010	07	23	  52.5	  49.5	Sunny
725945	2428	2010	07	24	  50.9	  48.9	Sunny
725945	2428	2010	07	25	  51.5	  49.7	Sunny
725945	2428	2010	07	26	  52.4	  49.7	Sunny
725945	2428	2010	07	27	  52.1	  49.9	Sunny
725945	2428	2010	07	28	  53.1	  50.4	Sunny
725945	2428	2010	07	29	  52.0	  50.6	Sunny
725945	2428	2010	07	30	  52.4	  50.1	Sunny
725945	2428	2010	07	31	  54.6	  51.4	Sunny
725945	2428	2010	08	01	  53.7	  51.5	Sunny
725945	2428	2010	08	02	  53.7	  52.6	Sunny
725945	2428	2010	08	03	  53.4	  51.5	Sunny
725945	2428	2010	08	04	  53.2	  51.2	Sunny
725945	2428	2010	08	05	  52.7	  50.7	Sunny
725945	2428	2010	08	06	  53.1	  51.3	Sunny
725945	2428	2010	08	07	  53.6	  52.0	Sunny
725945	2428	2010	08	08	  54.8	  53.8	Sunny
725945	2428	2010	08	09	  53.9	  51.7	Sunny
725945	2428	2010	08	10	  53.2	  50.9	Sunny
725945	2428	2010	08	11	  54.5	  52.8	Sunny
725945	2428	2010	08	12	  53.4	  50.9	Sunny
725945	2428	2010	08	13	  51.8	  50.0	Sunny
725945	2428	2010	08	14	  52.2	  50.8	Sunny
725945	2428	2010	08	15	  53.3	  50.5	Sunny
725945	2428	2010	08	16	  55.4	  52.0	Sunny
725945	2428	2010	08	17	  55.7	  52.5	Sunny
725945	2428	2010	08	18	  56.5	  53.1	Sunny
725945	2428	2010	08	19	  56.2	  52.6	Sunny
725945	2428	2010	08	20	  54.3	  52.5	Sunny
725945	2428	2010	08	21	  53.6	  50.3	Sunny
725945	2428	2010	08	22	  55.3	  50.9	Sunny
725945	2428	2010	08	23	  56.2	  49.8	Sunny
725945	2428	2010	08	24	  59.0	  51.9	Sunny
725945	2428	2010	08	25	  57.0	  52.6	Sunny
725945	2428	2010	08	26	  54.1	  51.9	Sunny
725945	2428	2010	08	27	  54.9	  49.9	Sunny
725945	2428	2010	08	28	  54.7	  51.1	Sunny
725945	2428	2010	08	29	  55.2	  50.4	Sunny
725945	2428	2010	08	30	  54.9	  49.3	Sunny
725945	2428	2010	08	31	  54.4	  51.9	Sunny
725945	2428	2010	09	01	  58.5	  52.3	Sunny
725945	2428	2010	09	02	  60.5	  54.3	Sunny
725945	2428	2010	09	03	  58.3	  52.9	Sunny
725945	2428	2010	09	04	  53.7	  53.0	Sunny
725945	2428	2010	09	05	  53.2	  45.2	Sunny
725945	2428	2010	09	06	  54.4	  44.5	Sunny
725945	2428	2010	09	07	  55.1	  49.6	Sunny
725945	2428	2010	09	08	  54.6	  54.0	Sunny
725945	2428	2010	09	09	  54.6	  52.5	Sunny
725945	2428	2010	09	10	  50.1	  47.8	Sunny
725945	2428	2010	09	11	  51.3	  49.4	Sunny
725945	2428	2010	09	12	  51.2	  48.4	Sunny
725945	2428	2010	09	13	  52.8	  51.3	Sunny
725945	2428	2010	09	14	  52.2	  51.3	Sunny
725945	2428	2010	09	15	  54.4	  52.1	Sunny
725945	2428	2010	09	16	  60.3	  56.6	Sunny
725945	2428	2010	09	17	  62.7	  60.3	Sunny
725945	2428	2010	09	18	  60.5	  59.8	Sunny
725945	2428	2010	09	19	  60.1	  58.5	Sunny
725945	2428	2010	09	20	  54.9	  52.7	Sunny
725945	2428	2010	09	21	  51.6	  50.4	Sunny
725945	2428	2010	09	22	  53.9	  50.6	Sunny
725945	2428	2010	09	23	  52.7	  46.0	Sunny
725945	2428	2010	09	24	  53.0	  46.9	Sunny
725945	2428	2010	09	25	  52.9	  50.6	Sunny
725945	2428	2010	09	26	  55.9	  53.8	Sunny
725945	2428	2010	09	27	  57.1	  55.5	Sunny
725945	2428	2010	09	28	  58.1	  57.4	Fog
725945	2428	2010	09	29	  55.0	  53.9	Sunny
725945	2428	2010	09	30	  55.0	  53.5	Sunny
725945	2428	2010	10	01	  59.0	  55.5	Sunny
725945	2428	2010	10	02	  55.6	  53.5	Sunny
725945	2428	2010	10	03	  55.1	  53.2	Sunny
725945	2428	2010	10	04	  55.8	  50.2	Sunny
725945	2428	2010	10	05	  56.1	  44.9	Sunny
725945	2428	2010	10	06	  53.2	  48.5	Sunny
725945	2428	2010	10	07	  54.0	  49.6	Sunny
725945	2428	2010	10	08	  57.4	  49.3	Sunny
725945	2428	2010	10	09	  61.3	  51.9	Sunny
725945	2428	2010	10	10	  58.5	  57.1	Sunny
725945	2428	2010	10	11	  55.5	  49.2	Sunny
725945	2428	2010	10	12	  51.8	  45.8	Sunny
725945	2428	2010	10	13	  56.8	  45.4	Sunny
725945	2428	2010	10	14	  52.5	  46.2	Sunny
725945	2428	2010	10	15	  50.0	  48.3	Sunny
725945	2428	2010	10	16	  49.8	  47.4	Sunny
725945	2428	2010	10	17	  50.1	  46.5	Sunny
725945	2428	2010	10	18	  51.1	  47.0	Sunny
725945	2428	2010	10	19	  49.1	  46.2	Sunny
725945	2428	2010	10	20	  45.8	  45.0	Sunny
725945	2428	2010	10	21	  55.5	  47.6	Sunny
725945	2428	2010	10	22	  55.0	  52.5	Sunny
725945	2428	2010	10	23	  56.8	  50.4	Sunny
725945	2428	2010	10	24	  58.1	  56.4	Sunny
725945	2428	2010	10	25	  52.1	  48.2	Sunny
725945	2428	2010	10	26	  51.5	  48.0	Sunny
725945	2428	2010	10	27	  46.5	  38.5	Sunny
725945	2428	2010	10	28	  55.4	  47.4	Sunny
725945	2428	2010	10	29	  52.6	  49.5	Sunny
725945	2428	2010	10	30	  53.7	  49.8	Sunny
725945	2428	2010	10	31	  57.8	  50.7	Sunny
725945	2428	2010	11	01	  60.3	  51.2	Sunny
725945	2428	2010	11	02	  53.9	  52.3	Sunny
725945	2428	2010	11	03	  51.9	  51.1	Sunny
725945	2428	2010	11	04	  49.1	  48.6	Sunny
725945	2428	2010	11	05	  51.3	  51.0	Sunny
725945	2428	2010	11	06	  54.4	  51.5	Sunny
725945	2428	2010	11	07	  54.1	  50.4	Sunny
725945	2428	2010	11	08	  48.2	  44.7	Sunny
725945	2428	2010	11	09	  45.6	  40.6	Sunny
725945	2428	2010	11	10	  49.6	  47.7	Sunny
725945	2428	2010	11	11	  46.0	  42.6	Sunny
725945	2428	2010	11	12	  48.6	  45.6	Sunny
725945	2428	2010	11	13	  46.5	  42.8	Sunny
725945	2428	2010	11	14	  53.5	  51.6	Sunny
725945	2428	2010	11	15	  53.3	  50.3	Sunny
725945	2428	2010	11	16	  53.4	  48.7	Sunny
725945	2428	2010	11	17	  44.1	  41.0	Sunny
725945	2428	2010	11	18	  49.5	  45.7	Sunny
725945	2428	2010	11	19	  44.1	  40.7	Sunny
725945	2428	2010	11	20	  42.8	  39.0	Sunny
725945	2428	2010	11	21	  42.2	  39.6	Sunny
725945	2428	2010	11	22	  44.4	  41.7	Sunny
725945	2428	2010	11	23	  44.4	  39.2	Sunny
725945	2428	2010	11	24	  36.4	  29.7	Sunny
725945	2428	2010	11	25	  37.5	  31.1	Sunny
725945	2428	2010	11	26	  42.2	  35.0	Sunny
725945	2428	2010	11	27	  45.6	  42.9	Sunny
725945	2428	2010	11	28	  40.8	  37.7	Sunny
725945	2428	2010	11	29	  39.2	  34.1	Sunny
725945	2428	2010	11	30	  48.0	  34.9	Sunny
725945	2428	2010	12	01	  51.7	  45.5	Sunny
725945	2428	2010	12	02	  49.2	  48.2	Sunny
725945	2428	2010	12	03	  41.7	  40.4	Sunny
725945	2428	2010	12	04	  47.9	  45.5	Sunny
725945	2428	2010	12	05	  51.8	  44.6	Sunny
725945	2428	2010	12	06	  53.7	  47.2	Sunny
725945	2428	2010	12	07	  57.7	  40.7	Sunny
725945	2428	2010	12	08	  56.0	  48.0	Sunny
725945	2428	2010	12	09	  52.4	  49.0	Sunny
725945	2428	2010	12	10	  53.8	  52.8	Sunny
725945	2428	2010	12	11	  54.3	  51.9	Sunny
725945	2428	2010	12	12	  55.7	  53.7	Sunny
725945	2428	2010	12	13	  56.3	  53.1	Sunny
725945	2428	2010	12	14	  54.1	  51.5	Sunny
725945	2428	2010	12	15	  44.6	  40.3	Sunny
725945	2428	2010	12	16	  41.1	  35.2	Sunny
725945	2428	2010	12	17	  44.0	  34.0	Sunny
725945	2428	2010	12	18	  50.5	  44.5	Sunny
725945	2428	2010	12	19	  48.1	  43.9	Sunny
725945	2428	2010	12	20	  45.7	  41.6	Sunny
725945	2428	2010	12	21	  50.3	  38.1	Sunny
725945	2428	2010	12	22	  45.0	  42.0	Sunny
725945	2428	2010	12	23	  46.6	  37.5	Sunny
725945	2428	2010	12	24	  54.8	  36.1	Sunny
725945	2428	2010	12	25	  54.8	  35.5	Sunny
725945	2428	2010	12	26	  46.6	  41.0	Sunny
725945	2428	2010	12	27	  48.1	  43.8	Sunny
725945	2428	2010	12	28	  49.5	  46.6	Sunny
725945	2428	2010	12	29	  46.0	  42.0	Sunny
725945	2428	2010	12	30	  38.4	  35.3	Sunny
725945	2428	2010	12	31	  37.1	  32.5	Sunny
745056	5312	2010	01	01	  52.6	  28.0	Sunny
745056	5312	2010	01	02	  55.7	  34.8	Sunny
745056	5312	2010	01	03	  58.3	  22.2	Sunny
745056	5312	2010	01	04	  53.5	  24.7	Sunny
745056	5312	2010	01	05	  51.5	  28.2	Sunny
745056	5312	2010	01	06	  50.0	  32.2	Sunny
745056	5312	2010	01	07	  49.5	  32.1	Sunny
745056	5312	2010	01	08	  54.0	  35.4	Sunny
745056	5312	2010	01	09	  57.3	  34.1	Sunny
745056	5312	2010	01	10	  56.6	  36.5	Sunny
745056	5312	2010	01	11	  54.3	  33.5	Sunny
745056	5312	2010	01	12	  54.5	  31.6	Sunny
745056	5312	2010	01	13	  49.3	  43.4	Sunny
745056	5312	2010	01	14	  48.8	  39.3	Sunny
745056	5312	2010	01	15	  54.8	  29.2	Sunny
745056	5312	2010	01	16	  51.2	  34.7	Sunny
745056	5312	2010	01	17	  47.3	  36.7	Sunny
745056	5312	2010	01	18	  52.7	  48.9	Sunny
745056	5312	2010	01	19	  46.4	  43.7	Sunny
745056	5312	2010	01	20	  49.3	  43.5	Sunny
745056	5312	2010	01	21	  51.0	  48.1	Sunny
745056	5312	2010	01	22	  47.8	  42.6	Sunny
745056	5312	2010	01	23	  44.6	  39.1	Sunny
745056	5312	2010	01	24	  42.7	  35.7	Sunny
745056	5312	2010	01	25	  45.8	  36.9	Sunny
745056	5312	2010	01	26	  47.5	  42.2	Sunny
745056	5312	2010	01	27	  51.9	  45.6	Sunny
745056	5312	2010	01	28	  48.6	  40.5	Sunny
745056	5312	2010	01	29	  48.3	  40.4	Sunny
745056	5312	2010	01	30	  47.3	  41.1	Sunny
745056	5312	2010	01	31	  47.2	  42.5	Sunny
745056	5312	2010	02	01	  48.1	  42.7	Sunny
745056	5312	2010	02	02	  51.8	  45.8	Sunny
745056	5312	2010	02	03	  50.8	  46.6	Sunny
745056	5312	2010	02	04	  48.0	  42.6	Sunny
745056	5312	2010	02	05	  49.7	  45.1	Sunny
745056	5312	2010	02	06	  52.9	  50.1	Sunny
745056	5312	2010	02	07	  49.7	  44.5	Sunny
745056	5312	2010	02	08	  44.4	  38.6	Sunny
745056	5312	2010	02	09	  49.5	  44.0	Sunny
745056	5312	2010	02	10	  45.4	  40.4	Sunny
745056	5312	2010	02	11	  45.0	  38.7	Sunny
745056	5312	2010	02	12	  50.9	  45.3	Sunny
745056	5312	2010	02	13	  51.9	  41.0	Sunny
745056	5312	2010	02	14	  55.7	  37.6	Sunny
745056	5312	2010	02	15	  57.2	  38.3	Sunny
745056	5312	2010	02	16	  56.8	  36.6	Sunny
745056	5312	2010	02	17	  55.7	  38.0	Sunny
745056	5312	2010	02	18	  51.8	  40.7	Sunny
745056	5312	2010	02	19	  51.5	  45.1	Sunny
745056	5312	2010	02	20	  51.2	  46.5	Sunny
745056	5312	2010	02	21	  50.4	  46.2	Sunny
745056	5312	2010	02	22	  51.4	  46.8	Sunny
745056	5312	2010	02	23	  49.7	  21.5	Sunny
745056	5312	2010	02	24	  46.9	  33.5	Sunny
745056	5312	2010	02	25	  53.4	  47.5	Sunny
745056	5312	2010	02	26	  54.4	  42.0	Sunny
745056	5312	2010	02	27	  52.7	  47.8	Sunny
745056	5312	2010	02	28	  48.0	  43.3	Sunny
745056	5312	2010	03	01	  50.9	  44.2	Sunny
745056	5312	2010	03	02	  53.0	  47.9	Sunny
745056	5312	2010	03	03	  50.6	  44.6	Sunny
745056	5312	2010	03	04	  50.3	  43.8	Sunny
745056	5312	2010	03	05	  45.2	  37.6	Sunny
745056	5312	2010	03	06	  49.1	  43.2	Sunny
745056	5312	2010	03	07	  46.7	  43.7	Sunny
745056	5312	2010	03	08	  51.1	  47.0	Sunny
745056	5312	2010	03	09	  48.8	  39.9	Sunny
745056	5312	2010	03	10	  42.8	  36.0	Sunny
745056	5312	2010	03	11	  44.3	  36.5	Sunny
745056	5312	2010	03	12	  48.9	  38.5	Sunny
745056	5312	2010	03	13	  46.9	  40.5	Sunny
745056	5312	2010	03	14	  47.4	  38.4	Sunny
745056	5312	2010	03	15	  54.7	  33.8	Sunny
745056	5312	2010	03	16	  68.4	  31.9	Sunny
745056	5312	2010	03	17	  61.6	  35.7	Sunny
745056	5312	2010	03	18	  55.7	  40.6	Sunny
745056	5312	2010	03	19	  57.0	  48.6	Sunny
745056	5312	2010	03	20	  56.7	  39.3	Sunny
745056	5312	2010	03	21	  57.2	  42.9	Sunny
745056	5312	2010	03	22	  55.6	  42.4	Sunny
745056	5312	2010	03	23	  55.4	  47.0	Sunny
745056	5312	2010	03	24	  53.9	  42.8	Sunny
745056	5312	2010	03	25	  50.6	  41.8	Sunny
745056	5312	2010	03	26	  53.6	  44.4	Sunny
745056	5312	2010	03	27	  54.9	  36.0	Sunny
745056	5312	2010	03	28	  64.7	  19.6	Sunny
745056	5312	2010	03	29	  56.8	  33.0	Sunny
745056	5312	2010	03	30	  53.5	  45.8	Sunny
745056	5312	2010	03	31	  52.9	  45.7	Sunny
745056	5312	2010	04	01	  46.8	  39.0	Sunny
745056	5312	2010	04	02	  46.4	  37.9	Sunny
745056	5312	2010	04	03	  48.8	  41.4	Sunny
745056	5312	2010	04	04	  51.6	  43.4	Sunny
745056	5312	2010	04	05	  51.3	  45.6	Sunny
745056	5312	2010	04	06	  48.7	  40.1	Sunny
745056	5312	2010	04	07	  57.7	  29.8	Sunny
745056	5312	2010	04	08	  59.7	  28.5	Sunny
745056	5312	2010	04	09	  55.2	  38.5	Sunny
745056	5312	2010	04	10	  55.5	  47.5	Sunny
745056	5312	2010	04	11	  53.4	  43.5	Sunny
745056	5312	2010	04	12	  53.2	  45.0	Sunny
745056	5312	2010	04	13	  50.9	  42.9	Sunny
745056	5312	2010	04	14	  49.7	  42.4	Sunny
745056	5312	2010	04	15	  53.4	  48.2	Sunny
745056	5312	2010	04	16	  56.5	  50.0	Sunny
745056	5312	2010	04	17	  54.7	  46.6	Sunny
745056	5312	2010	04	18	  58.7	  47.3	Sunny
745056	5312	2010	04	19	  59.6	  51.2	Sunny
745056	5312	2010	04	20	  55.9	  46.7	Sunny
745056	5312	2010	04	21	  49.3	  43.3	Sunny
745056	5312	2010	04	22	  46.8	  41.4	Sunny
745056	5312	2010	04	23	  45.8	  38.6	Sunny
745056	5312	2010	04	24	  55.1	  46.8	Sunny
745056	5312	2010	04	25	  55.9	  48.4	Fog
745056	5312	2010	04	26	  58.8	  50.8	Sunny
745056	5312	2010	04	27	  57.3	  49.7	Sunny
745056	5312	2010	04	28	  54.9	  48.9	Sunny
745056	5312	2010	04	29	  51.4	  41.1	Sunny
745056	5312	2010	04	30	  51.0	  39.1	Sunny
745056	5312	2010	05	01	  51.8	  37.0	Sunny
745056	5312	2010	05	02	  56.4	  46.0	Sunny
745056	5312	2010	05	03	  59.0	  42.4	Sunny
745056	5312	2010	05	04	  60.8	  40.0	Sunny
745056	5312	2010	05	05	  60.1	  46.2	Sunny
745056	5312	2010	05	06	  60.2	  50.4	Sunny
745056	5312	2010	05	07	  59.7	  48.5	Sunny
745056	5312	2010	05	08	  62.1	  48.1	Sunny
745056	5312	2010	05	09	  57.4	  47.6	Sunny
745056	5312	2010	05	10	  54.9	  45.6	Sunny
745056	5312	2010	05	11	  54.4	  43.8	Sunny
745056	5312	2010	05	12	  53.6	  38.8	Sunny
